Date,ann,ts,hvol14
2018-06-28,-0.014443681,-0.11785288817880994,-0.11228748773280742
2018-06-29,0.009830825,0.08822235117665844,0.012111049146479069
2018-06-30,-0.028565064,0.07722200566453295,0.045461539223887744
2018-07-01,-0.021695003,-0.11904444956820408,0.043702627979947756
2018-07-02,-0.05683872,-0.05450905048898391,0.04214426646493347
2018-07-03,0.007300809,-0.16094604701719556,0.045279157059777995
2018-07-04,0.04680179,-0.2807575579404821,0.05203753700036719
2018-07-05,0.12534538,-0.41393028348333066,0.05337798625482487
2018-07-06,-0.28642157,-0.5376697844919469,-0.5432532046946424
2018-07-07,-0.22460335,-0.47727270552712975,-0.5174430312465209
2018-07-08,-0.19532198,-0.5319390217239196,-0.4937846027808343
2018-07-09,-0.22397697,-0.6341048326608191,-0.48850901071257735
2018-07-10,-0.11486769,-0.21083385929256027,-0.26447574333689633
2018-07-11,0.089293614,-0.32523323816072763,-0.26463015074833107
2018-07-12,-0.10049042,-0.29152883866696716,-0.33294889621988016
2018-07-13,-0.2599463,-0.4571872736861521,-0.49075068805077954
2018-07-14,-0.32008818,-0.5687080814482981,-0.5505198550513205
2018-07-15,-0.40864465,-0.6132192553280118,-0.5366591700639323
2018-07-16,-0.26770625,-0.2562307399570158,-0.39440855995410373
2018-07-17,0.045818478,0.2673321343980231,-0.079057979153818
2018-07-18,0.12782803,0.06369627905875659,-0.07924152424432733
2018-07-19,0.12367384,-0.06773913109930162,-0.07827814152224277
2018-07-20,0.07373657,-0.1550748243206175,-0.052966956763476
2018-07-21,0.11828085,-0.28675356831241655,-0.07386322025116526
2018-07-22,-0.05530867,-0.4536423856764756,-0.08844666647557392
2018-07-23,0.016278565,-0.3085914762152577,-0.05041053617443705
2018-07-24,-0.017202407,0.29207549650181275,-0.08444347876431378
2018-07-25,0.06248257,0.260229043337335,0.023282517978979025
2018-07-26,0.005376138,0.22712389830802585,0.032420138897334805
2018-07-27,0.101442225,0.17359738229819813,0.022383121721421505
2018-07-28,0.27757442,-0.04143906357845344,0.026072651758802565
2018-07-29,0.33248955,-0.22819365208714715,0.03571634646426963
2018-07-30,0.2388869,-0.3709130027579846,-0.027925033910580436
2018-07-31,0.0974969,-0.12652838688237256,-0.12013174994763155
2018-08-01,0.104123875,-0.16828159562925954,-0.09275325202091414
2018-08-02,-0.03779967,-0.2976847398807007,-0.09477542974631356
2018-08-03,0.055221613,-0.33482258341680543,-0.0904817100911064
2018-08-04,0.2677185,-0.047286777501458085,0.04333837252200765
2018-08-05,0.22359866,-0.2202739884714318,0.04621709135007546
2018-08-06,0.031245619,-0.27600057355364177,-0.03902028829535651
2018-08-07,-0.13925007,-0.2276439066421865,-0.6115800004578573
2018-08-08,-0.12774098,0.16296983189801137,-0.4373321156694073
2018-08-09,-0.2081519,0.23086143673266743,-0.2525397890064463
2018-08-10,-0.096297264,0.46119545817885416,-0.2516516614778197
2018-08-11,-0.19541329,0.30967373947574006,-0.20428052974275648
2018-08-12,-0.22862616,0.08267312914573478,-0.201697730301463
2018-08-13,-0.20316628,-0.10633387669686717,-0.20069031553139496
2018-08-14,-0.26885188,-0.18503594496983586,-0.25910770700131724
2018-08-15,-0.28574845,-0.24959950334847406,-0.20345333508725105
2018-08-16,-0.21299693,-0.4020683023989867,-0.18912734687339045
2018-08-17,-0.05606939,-0.2702462955866069,-0.0700197578941844
2018-08-18,-0.19609281,-0.26144682259833185,-0.17285610539304827
2018-08-19,-0.19009963,-0.35038647858730804,-0.16070891506538212
2018-08-20,-0.09939408,-0.2762336505629694,-0.135294937344428
2018-08-21,0.023324266,-0.24478924569891305,-0.10925579553517129
