Date,ann,ts,hvol14
2018-06-28,-0.0702066,-0.11785288817880994,-0.11228748773280742
2018-06-29,-0.027534254,0.08822235117665844,0.012111049146479069
2018-06-30,-0.048517562,0.07722200566453295,0.045461539223887744
2018-07-01,-0.12183991,-0.11904444956820408,0.043702627979947756
2018-07-02,-0.048247874,-0.05450905048898391,0.04214426646493347
2018-07-03,0.01526504,-0.16094604701719556,0.045279157059777995
2018-07-04,0.0049257874,-0.2807575579404821,0.05203753700036719
2018-07-05,0.042599767,-0.41393028348333066,0.05337798625482487
2018-07-06,-0.19885388,-0.5376697844919469,-0.5432532046946424
2018-07-07,-0.2411992,-0.47727270552712975,-0.5174430312465209
2018-07-08,-0.1948216,-0.5319390217239196,-0.4937846027808343
2018-07-09,-0.2056401,-0.6341048326608191,-0.48850901071257735
2018-07-10,-0.106916845,-0.21083385929256027,-0.26447574333689633
2018-07-11,-0.108273685,-0.32523323816072763,-0.26463015074833107
2018-07-12,-0.18981451,-0.29152883866696716,-0.33294889621988016
2018-07-13,-0.23715645,-0.4571872736861521,-0.49075068805077954
2018-07-14,-0.27386478,-0.5687080814482981,-0.5505198550513205
2018-07-15,-0.24833271,-0.6132192553280118,-0.5366591700639323
2018-07-16,-0.19830433,-0.2562307399570158,-0.39440855995410373
2018-07-17,-0.040176243,0.2673321343980231,-0.079057979153818
2018-07-18,-0.048209034,0.06369627905875659,-0.07924152424432733
2018-07-19,-0.059185907,-0.06773913109930162,-0.07827814152224277
2018-07-20,0.0035476536,-0.1550748243206175,-0.052966956763476
2018-07-21,-0.0575646,-0.28675356831241655,-0.07386322025116526
2018-07-22,-0.10347618,-0.4536423856764756,-0.08844666647557392
2018-07-23,-0.08196406,-0.3085914762152577,-0.05041053617443705
2018-07-24,0.054277696,0.29207549650181275,-0.08444347876431378
2018-07-25,0.06967984,0.260229043337335,0.023282517978979025
2018-07-26,-0.009505615,0.22712389830802585,0.032420138897334805
2018-07-27,0.119807445,0.17359738229819813,0.022383121721421505
2018-07-28,-0.002018571,-0.04143906357845344,0.026072651758802565
2018-07-29,0.019647706,-0.22819365208714715,0.03571634646426963
2018-07-30,0.045706347,-0.3709130027579846,-0.027925033910580436
2018-07-31,-0.0343419,-0.12652838688237256,-0.12013174994763155
2018-08-01,0.009773374,-0.16828159562925954,-0.09275325202091414
2018-08-02,0.0012181997,-0.2976847398807007,-0.09477542974631356
2018-08-03,-0.02470778,-0.33482258341680543,-0.0904817100911064
2018-08-04,0.16551128,-0.047286777501458085,0.04333837252200765
2018-08-05,0.06546602,-0.2202739884714318,0.04621709135007546
2018-08-06,-0.03196828,-0.27600057355364177,-0.03902028829535651
2018-08-07,-0.24520627,-0.2276439066421865,-0.6115800004578573
2018-08-08,-0.09006801,0.16296983189801137,-0.4373321156694073
2018-08-09,-0.16447544,0.23086143673266743,-0.2525397890064463
2018-08-10,-0.18929255,0.46119545817885416,-0.2516516614778197
2018-08-11,-0.20845965,0.30967373947574006,-0.20428052974275648
2018-08-12,-0.14360386,0.08267312914573478,-0.201697730301463
2018-08-13,-0.16649137,-0.10633387669686717,-0.20069031553139496
2018-08-14,-0.12179515,-0.18503594496983586,-0.25910770700131724
2018-08-15,-0.15172698,-0.24959950334847406,-0.20345333508725105
2018-08-16,-0.1689538,-0.4020683023989867,-0.18912734687339045
2018-08-17,-0.12816706,-0.2702462955866069,-0.0700197578941844
2018-08-18,-0.1323704,-0.26144682259833185,-0.17285610539304827
2018-08-19,-0.15450901,-0.35038647858730804,-0.16070891506538212
2018-08-20,-0.0967378,-0.2762336505629694,-0.135294937344428
2018-08-21,-0.10304114,-0.24478924569891305,-0.10925579553517129
2018-08-22,-0.2228314,-0.2913037637764296,-0.34391032834432544
2018-08-23,-0.28345624,-0.28670349607392925,-0.4087512587818945
2018-08-24,-0.31151804,-0.2556774144679065,-0.6419580592727245
2018-08-25,-0.30543196,-0.39124555867914285,-0.6538046709824028
2018-08-26,-0.30887157,-0.48597817349024414,-0.6405165546037976
2018-08-27,-0.2853714,-0.4411882094518716,-0.613648619661476
2018-08-28,-0.24385384,-0.368841853514624,-0.6185626777106048
2018-08-29,-0.26310787,-0.4763956801294665,-0.6053813758337848
2018-08-30,-0.23561913,-0.548728454469041,-0.5839213961676707
2018-08-31,-0.26419017,-0.6311170578005488,-0.6635281682067965
2018-09-01,-0.25818482,-0.5999572360086491,-0.7213010990714142
2018-09-02,-0.28918383,-0.6571209653741866,-0.7224514132393769
2018-09-03,-0.32540575,-0.7648894631812224,-0.8596114831274204
2018-09-04,-0.36019337,-0.7785846413010771,-0.8939063909164937
2018-09-05,-0.1863111,-0.11087366607784856,-0.35286678136790095
2018-09-06,-0.09900716,-0.00045541816250121444,-0.27953858334602955
2018-09-07,-0.14605872,-0.1384054011643008,-0.32552301669897693
2018-09-08,-0.071767285,-0.03701190338617705,-0.26682571561808904
2018-09-09,-0.07596648,-0.16194080305268038,-0.2508998899279908
2018-09-10,-0.11948606,-0.323045359885787,-0.30119351623353324
2018-09-11,-0.1566615,-0.4765381401772639,-0.3828338739252379
2018-09-12,-0.17091769,-0.5945402848567914,-0.37300517974395486
2018-09-13,-0.13114826,-0.5373925280956816,-0.3130456540123086
2018-09-14,-0.17946309,-0.6676672173035331,-0.3228266568298061
2018-09-15,-0.20707643,-0.7623912432468085,-0.36280892527178765
2018-09-16,-0.2439681,-0.8408783908332123,-0.3826259395746508
2018-09-17,-0.20447719,-0.636650152362987,-0.33903763352589783
2018-09-18,-0.22373006,-0.6644751446483587,-0.33803373870112513
2018-09-19,-0.3504813,-0.7625016778910025,-0.7011640258143382
2018-09-20,-0.43261895,-0.7383902478395921,-0.7856776905963103
2018-09-21,-0.44511178,-0.6026985261304941,-0.7107474604154302
2018-09-22,-0.4794993,-0.7160336026639016,-0.8733546101406011
2018-09-23,-0.51009285,-0.8167795785753933,-0.8737655539877646
2018-09-24,-0.4790565,-0.7865212189288525,-0.8292045991282103
2018-09-25,-0.43398824,-0.7152071501930163,-0.7713618145480241
2018-09-26,-0.42624548,-0.783386876771033,-0.769095936440748
2018-09-27,-0.4073758,-0.6832151099442223,-0.760629319327733
2018-09-28,-0.37578496,-0.7650387195325978,-0.7573384044471252
