Date,ann,ts,hvol14
2018-06-28,-0.19872177,-0.10096925580852051,-0.3417392596422843
2018-06-29,-0.19335294,-0.36545491211583964,-0.34648645598729233
2018-06-30,-0.20335343,-0.21474811133513202,-0.2890510912014572
2018-07-01,-0.16194221,-0.5410833850170416,-0.2906506253137203
2018-07-02,-0.14670554,-0.16647485158511355,-0.26312022231704546
2018-07-03,-0.17228177,-0.411702486680874,-0.31399590974775154
2018-07-04,-0.17751423,-0.540897020482502,-0.30703576424540463
2018-07-05,-0.17479637,-0.5098056448330563,-0.2923657894427929
2018-07-06,-0.4364536,-0.5440853795828825,-0.795836673520268
2018-07-07,-0.4031878,-0.3064291271473659,-0.7576963732207435
2018-07-08,-0.44712415,-0.5351646300360451,-0.8203785999998036
2018-07-09,-0.41401365,-0.39036788674182293,-0.7842199562169992
2018-07-10,-0.32943866,0.8990444853432106,-0.5961908452019611
2018-07-11,-0.3002661,-0.4126778072702059,-0.5866046834097332
2018-07-12,-0.34143147,-0.23944613782473126,-0.613441750054541
2018-07-13,-0.3888059,-0.5347057396129037,-0.646641977251795
2018-07-14,-0.4467242,-0.544016649242841,-0.7214665185624678
2018-07-15,-0.41189396,-0.37399294090731094,-0.6795639989181957
2018-07-16,-0.3699722,0.20360941325774126,-0.5963253161355203
2018-07-17,-0.31143653,-0.23831495862032082,-0.5698616215375886
2018-07-18,-0.27431285,-0.1750635999471977,-0.49942894089094436
2018-07-19,-0.24754283,-0.41983986001132173,-0.48789964591601603
2018-07-20,-0.18747208,-0.1850836856471339,-0.4385191431637051
2018-07-21,-0.23385942,-0.4299375428775478,-0.463130079936245
2018-07-22,-0.22980711,-0.5325015312385044,-0.4630637451794664
2018-07-23,-0.23348698,-0.45280618293018,-0.4707449418685441
2018-07-24,-0.34433833,0.10516700565739993,-0.6567175281133985
2018-07-25,-0.33568603,-0.4902211622670462,-0.6597717536738994
2018-07-26,-0.37912506,-0.463684350331428,-0.7082050478862071
2018-07-27,-0.37557837,-0.5242429881172942,-0.7070608950050792
2018-07-28,-0.36608246,-0.532877605548205,-0.7022253140976993
